,firstseen,lastseen,callsign,icao24,estdepartureairport,estarrivalairport,day,attempts,loaded
0,1672511424,1672532270,JBU2223,ad9e73,KJFK,KLAX,1672531200,1,True
1,1672521217,1672542615,AAL306,a00d5b,KJFK,KLAX,1672531200,1,True
2,1672526446,1672547757,DAL2801,a12861,KJFK,KLAX,1672531200,1,True
3,1672526803,1672548126,JBU623,adb723,KJFK,KLAX,1672531200,1,True
4,1672528901,1672549675,DAL1058,a1775f,KJFK,KLAX,1672531200,1,True
5,1672534065,1672554759,DAL1028,a13af4,KJFK,KLAX,1672531200,1,True
6,1672534529,1672556339,AAL300,a03fff,KJFK,KLAX,1672531200,1,True
7,1672538016,1672559935,AAL185,a04641,KJFK,KLAX,1672531200,1,True
8,1672538630,1672560245,JBU2723,adc9b6,KJFK,KLAX,1672531200,1,True
9,1672538921,1672560389,JBU1623,ad7e6f,KJFK,KLAX,1672531200,1,True
10,1672543000,1672564348,JBU823,acf54f,KJFK,KLAX,1672531200,1,True
11,1672576999,1672598549,AAL1,a02c40,KJFK,KLAX,1672531200,1,True
12,1672582183,1672603405,JBU2123,ab4f5d,KJFK,KLAX,1672531200,1,True
13,1672582570,1672603499,DAL1045,a12861,KJFK,KLAX,1672531200,1,True
14,1672583567,1672604845,AAL255,a01c37,KJFK,KLAX,1672531200,1,True
15,1672589497,1672610291,AAL3,a0428a,KJFK,KLAX,1672531200,1,True
16,1672592565,1672613585,DAL351,a14c29,KJFK,KLAX,1672531200,1,True
17,1672594812,1672615933,DAL8783,a11380,KJFK,KLAX,1672531200,1,True
18,1672747970,1672769034,JBU723,adcd6d,KJFK,KLAX,1672704000,1,True
19,1672748505,1672768423,DAL1085,a13386,KJFK,KLAX,1672704000,1,True
20,1672751201,1672771729,JBU2123,adc9b6,KJFK,KLAX,1672704000,1,True
21,1672752570,1672774093,AAL1,a01880,KJFK,KLAX,1672704000,1,True
22,1672755667,1672775925,JBU819,ad646e,KJFK,KLAX,1672704000,1,True
23,1672756188,1672776467,DAL1045,a12861,KJFK,KLAX,1672704000,1,True
24,1672758765,1672779026,JBU523,ad60b7,KJFK,KLAX,1672704000,1,True
25,1672761244,1672781443,AAL255,a033ae,KJFK,KLAX,1672704000,1,True
26,1672762331,1672783658,AAL3,a00d5b,KJFK,KLAX,1672704000,1,True
27,1672766168,1672786009,DAL8783,a14872,KJFK,KLAX,1672704000,1,True
28,1672766830,1672787183,JBU2223,adafb5,KJFK,KLAX,1672704000,1,True
29,1672772805,1672793277,DAL439,a11d3c,KJFK,KLAX,1672790400,1,True
30,1672780476,1672801821,AAL306,a04641,KJFK,KLAX,1672790400,1,True
31,1672780641,1672801309,DAL2801,a12c18,KJFK,KLAX,1672790400,1,True
32,1672781766,1672801919,JBU823,add376,KJFK,KLAX,1672790400,1,True
33,1672785063,1672805188,DAL1058,a12fda,KJFK,KLAX,1672790400,1,True
34,1672790755,1672811951,JBU623,a98f6a,KJFK,KLAX,1672790400,1,True
35,1672792313,1672813194,JBU2715,adbaca,KJFK,KLAX,1672790400,1,True
36,1672793381,1672814238,AAL300,a03fff,KJFK,KLAX,1672790400,1,True
37,1672795331,1672815493,JBU1723,ad9e73,KJFK,KLAX,1672790400,1,True
38,1672795603,1672815743,JBU223,adb723,KJFK,KLAX,1672790400,1,True
39,1672796920,1672818132,AAL185,a009a4,KJFK,KLAX,1672790400,1,True
40,1672821634,1672842029,JBU1823,acf906,KJFK,KLAX,1672790400,1,True
41,1672834652,1672854701,JBU723,ad1cde,KJFK,KLAX,1672790400,1,True
42,1672835820,1672855529,DAL1085,a12861,KJFK,KLAX,1672790400,1,True
43,1672836480,1672856669,AAL1,a04641,KJFK,KLAX,1672790400,1,True
44,1672837817,1672857569,JBU2123,ad646e,KJFK,KLAX,1672790400,1,True
45,1672841111,1672860817,JBU819,ad0074,KJFK,KLAX,1672790400,1,True
46,1672841746,1672861149,DAL1045,a12fda,KJFK,KLAX,1672790400,1,True
47,1672848301,1672867975,DAL351,a13af4,KJFK,KLAX,1672790400,1,True
48,1672849633,1672869649,JBU523,adc238,KJFK,KLAX,1672790400,1,True
49,1672851932,1672871889,JBU2223,adde95,KJFK,KLAX,1672790400,1,True
50,1672859964,1672879768,DAL439,a13386,KJFK,KLAX,1672876800,1,True
51,1672865410,1672885403,JBU623,ad7ab8,KJFK,KLAX,1672876800,1,True
52,1672867331,1672887621,AAL306,a009a4,KJFK,KLAX,1672876800,1,True
53,1672867688,1672887413,DAL2801,a11d3c,KJFK,KLAX,1672876800,1,True
54,1672872084,1672891455,DAL1058,a14c29,KJFK,KLAX,1672876800,1,True
55,1672872393,1672892450,JBU2715,acca19,KJFK,KLAX,1672876800,1,True
56,1672875838,1672895537,JBU223,ada227,KJFK,KLAX,1672876800,1,True
57,1672878356,1672898030,DAL1028,a12c18,KJFK,KLAX,1672876800,1,True
58,1672882195,1672901935,AAL300,a03235,KJFK,KLAX,1672876800,1,True
59,1672882527,1672902639,JBU1723,ad1927,KJFK,KLAX,1672876800,1,True
60,1672892108,1672912377,JBU1823,adbe91,KJFK,KLAX,1672876800,1,True
61,1672895613,1672916125,AAL185,a0428a,KJFK,KLAX,1672876800,1,True
62,1672921448,1672942407,DAL1085,a13af4,KJFK,KLAX,1672876800,1,True
63,1672922139,1672942675,JBU723,adde95,KJFK,KLAX,1672876800,1,True
64,1672922802,1672943519,AAL1,a009a4,KJFK,KLAX,1672876800,1,True
65,1672925610,1672946467,JBU2123,adc9b6,KJFK,KLAX,1672876800,1,True
66,1672928120,1672948286,JBU819,ad0074,KJFK,KLAX,1672876800,1,True
67,1672928553,1672949020,DAL1045,a12fcf,KJFK,KLAX,1672876800,1,True
68,1672931676,1672952542,JBU523,adbaca,KJFK,KLAX,1672876800,1,True
69,1672934981,1672955198,AAL3,a01fee,KJFK,KLAX,1672876800,1,True
70,1672935187,1672955788,DAL351,a14c29,KJFK,KLAX,1672876800,1,True
71,1672944809,1672965089,DAL439,a12861,KJFK,KLAX,1672963200,1,True
72,1672952080,1672972689,JBU623,a83e86,KJFK,KLAX,1672963200,1,True
73,1672954095,1672974267,DAL2801,a12c18,KJFK,KLAX,1672963200,1,True
74,1672954465,1672974979,AAL306,a03235,KJFK,KLAX,1672963200,1,True
75,1672956434,1672976968,JBU823,ad2095,KJFK,KLAX,1672963200,1,True
76,1672957841,1672978228,DAL1058,a11d3c,KJFK,KLAX,1672963200,1,True
77,1672960095,1672980563,JBU2715,ad7701,KJFK,KLAX,1672963200,1,True
78,1672964734,1672985488,JBU223,acca19,KJFK,KLAX,1672963200,1,True
79,1672966094,1672986986,AAL300,a033ae,KJFK,KLAX,1672963200,1,True
80,1672966634,1672986608,DAL1028,a13386,KJFK,KLAX,1672963200,1,True
81,1672968614,1672989322,JBU1723,ad1cde,KJFK,KLAX,1672963200,1,True
82,1672970165,1672990946,AAL185,a00d5b,KJFK,KLAX,1672963200,1,True
83,1672976831,1672997691,JBU1823,adc9b6,KJFK,KLAX,1672963200,1,True
84,1673007787,1673027778,DAL1085,a14c29,KJFK,KLAX,1672963200,1,True
85,1673008898,1673029072,AAL1,a03235,KJFK,KLAX,1672963200,1,True
86,1673012953,1673033309,JBU2123,adbaca,KJFK,KLAX,1672963200,1,True
87,1673014036,1673034388,JBU819,acf906,KJFK,KLAX,1672963200,1,True
88,1673018542,1673038486,JBU523,ad7e6f,KJFK,KLAX,1672963200,1,True
89,1673020668,1673040446,DAL351,a12fcf,KJFK,KLAX,1672963200,1,True
90,1673031727,1673051182,DAL439,a11d3c,KJFK,KLAX,1673049600,1,True
91,1673038053,1673057494,JBU623,a7f6f6,KJFK,KLAX,1673049600,1,True
92,1673039319,1673060189,AAL306,a009a4,KJFK,KLAX,1673049600,1,True
93,1673040712,1673060810,DAL2801,a12861,KJFK,KLAX,1673049600,1,True
94,1673041796,1673061146,JBU823,adabfe,KJFK,KLAX,1673049600,1,True
95,1673046293,1673065209,JBU2715,ad9ac9,KJFK,KLAX,1673049600,1,True
96,1673046878,1673066302,DAL1058,a12c18,KJFK,KLAX,1673049600,1,True
97,1673048840,1673068272,JBU223,adbe91,KJFK,KLAX,1673049600,1,True
98,1673051574,1673071075,DAL1028,a18284,KJFK,KLAX,1673049600,1,True
99,1673053084,1673072229,AAL300,a0428a,KJFK,KLAX,1673049600,1,True
100,1673054127,1673073339,JBU1723,adc9b6,KJFK,KLAX,1673049600,1,True
101,1673058065,1673077101,AAL185,a03765,KJFK,KLAX,1673049600,1,True
102,1673062148,1673081117,JBU1823,add734,KJFK,KLAX,1673049600,1,True
103,1673094390,1673112525,DAL1085,a12fcf,KJFK,KLAX,1673049600,1,True
104,1673095260,1673114634,AAL1,a01c37,KJFK,KLAX,1673049600,1,True
105,1673101160,1673119991,DAL1045,a1373d,KJFK,KLAX,1673049600,1,True
106,1673101454,1673120774,JBU819,adde95,KJFK,KLAX,1673049600,1,True
107,1673107524,1673126579,DAL351,a13af4,KJFK,KLAX,1673049600,1,True
108,1673111719,1673130796,JBU2223,adc9b6,KJFK,KLAX,1673049600,1,True
109,1673117614,1673136582,DAL439,a12c18,KJFK,KLAX,1673136000,1,True
110,1673123985,1673143029,JBU623,a9607d,KJFK,KLAX,1673136000,1,True
111,1673125543,1673144681,DAL2801,a12861,KJFK,KLAX,1673136000,1,True
112,1673126134,1673144862,AAL306,a03765,KJFK,KLAX,1673136000,1,True
113,1673128045,1673147248,JBU823,adbaca,KJFK,KLAX,1673136000,1,True
114,1673130834,1673149496,DAL1058,a16ff1,KJFK,KLAX,1673136000,1,True
115,1673132271,1673151387,JBU2715,addadb,KJFK,KLAX,1673136000,1,True
116,1673135804,1673154758,JBU223,adafb5,KJFK,KLAX,1673136000,1,True
117,1673138146,1673156622,DAL1028,a11d3c,KJFK,KLAX,1673136000,1,True
118,1673139400,1673158240,AAL300,a009a4,KJFK,KLAX,1673136000,1,True
119,1673142629,1673161604,JBU1723,adc238,KJFK,KLAX,1673136000,1,True
120,1673143548,1673163145,AAL185,a01fee,KJFK,KLAX,1673136000,1,True
121,1673145450,1673168939,JBU815,ad7ab8,KJFK,KLAX,1673136000,1,True
122,1673150481,1673170089,JBU1823,add376,KJFK,KLAX,1673136000,1,True
123,1673176757,1673196830,AAL171,a03235,KJFK,KLAX,1673136000,1,True
124,1673180494,1673200063,JBU723,adc5ff,KJFK,KLAX,1673136000,1,True
125,1673181234,1673200647,DAL1085,a1863b,KJFK,KLAX,1673136000,1,True
126,1673181764,1673201952,AAL1,a03765,KJFK,KLAX,1673136000,1,True
127,1673184606,1673203931,JBU2123,ad1cde,KJFK,KLAX,1673136000,1,True
128,1673187409,1673207559,DAL1045,a120fe,KJFK,KLAX,1673136000,1,True
129,1673187890,1673207860,JBU819,acf54f,KJFK,KLAX,1673136000,1,True
130,1673190330,1673209872,JBU523,ad9e73,KJFK,KLAX,1673136000,1,True
131,1673194080,1673213998,DAL377,a9bf4b,KJFK,KLAX,1673136000,1,True
132,1673194953,1673215476,AAL3,a01112,KJFK,KLAX,1673136000,1,True
133,1673198059,1673217847,JBU2223,adc9b6,KJFK,KLAX,1673136000,1,True
134,1673117614,1673136582,DAL439,a12c18,KJFK,KLAX,1673136000,1,True
135,1673123985,1673143029,JBU623,a9607d,KJFK,KLAX,1673136000,1,True
136,1673125543,1673144681,DAL2801,a12861,KJFK,KLAX,1673136000,1,True
137,1673126134,1673144862,AAL306,a03765,KJFK,KLAX,1673136000,1,True
138,1673128045,1673147248,JBU823,adbaca,KJFK,KLAX,1673136000,1,True
139,1673130834,1673149496,DAL1058,a16ff1,KJFK,KLAX,1673136000,1,True
140,1673132271,1673151387,JBU2715,addadb,KJFK,KLAX,1673136000,1,True
141,1673135804,1673154758,JBU223,adafb5,KJFK,KLAX,1673136000,1,True
142,1673138146,1673156622,DAL1028,a11d3c,KJFK,KLAX,1673136000,1,True
143,1673139400,1673158240,AAL300,a009a4,KJFK,KLAX,1673136000,1,True
144,1673142629,1673161604,JBU1723,adc238,KJFK,KLAX,1673136000,1,True
145,1673143548,1673163145,AAL185,a01fee,KJFK,KLAX,1673136000,1,True
146,1673145450,1673168939,JBU815,ad7ab8,KJFK,KLAX,1673136000,1,True
147,1673150481,1673170089,JBU1823,add376,KJFK,KLAX,1673136000,1,True
148,1673176757,1673196830,AAL171,a03235,KJFK,KLAX,1673136000,1,True
149,1673180494,1673200063,JBU723,adc5ff,KJFK,KLAX,1673136000,1,True
150,1673181234,1673200647,DAL1085,a1863b,KJFK,KLAX,1673136000,1,True
151,1673181764,1673201952,AAL1,a03765,KJFK,KLAX,1673136000,1,True
152,1673184606,1673203931,JBU2123,ad1cde,KJFK,KLAX,1673136000,1,True
153,1673187409,1673207559,DAL1045,a120fe,KJFK,KLAX,1673136000,1,True
154,1673187890,1673207860,JBU819,acf54f,KJFK,KLAX,1673136000,1,True
155,1673190330,1673209872,JBU523,ad9e73,KJFK,KLAX,1673136000,1,True
156,1673194080,1673213998,DAL377,a9bf4b,KJFK,KLAX,1673136000,1,True
157,1673194953,1673215476,AAL3,a01112,KJFK,KLAX,1673136000,1,True
158,1673198059,1673217847,JBU2223,adc9b6,KJFK,KLAX,1673136000,1,True
159,1673204194,1673223952,DAL439,a12c18,KJFK,KLAX,1673222400,1,True
160,1673210709,1673231259,AAL341,a04641,KJFK,KLAX,1673222400,1,True
161,1673211154,1673231294,JBU623,a707a3,KJFK,KLAX,1673222400,1,True
162,1673212490,1673232799,AAL306,a01fee,KJFK,KLAX,1673222400,1,True
163,1673212816,1673232442,DAL2801,a11d3c,KJFK,KLAX,1673222400,1,True
164,1673214305,1673234464,JBU823,ad1927,KJFK,KLAX,1673222400,1,True
165,1673219734,1673239599,DAL1058,a12861,KJFK,KLAX,1673222400,1,True
166,1673220023,1673239863,JBU2715,ad7ab8,KJFK,KLAX,1673222400,1,True
167,1673221929,1673241746,JBU223,adabfe,KJFK,KLAX,1673222400,1,True
168,1673226595,1673245942,AAL300,a03fff,KJFK,KLAX,1673222400,1,True
169,1673228883,1673248525,JBU1723,adde95,KJFK,KLAX,1673222400,1,True
170,1673229286,1673249180,DAL9761,a3d10f,KJFK,KLAX,1673222400,1,True
171,1673229394,1673249033,AAL185,a0275c,KJFK,KLAX,1673222400,1,True
172,1673231625,1673251583,DAL1028,a11d47,KJFK,KLAX,1673222400,1,True
173,1673233198,1673253509,DAL535,a4b470,KJFK,KLAX,1673222400,1,True
174,1673235246,1673255541,JBU1823,ad0074,KJFK,KLAX,1673222400,1,True
175,1673250271,1673269782,PAL127,758525,KJFK,KLAX,1673222400,1,True
176,1673262714,1673282939,AAL171,a01c37,KJFK,KLAX,1673222400,1,True
177,1673265960,1673286551,JBU723,adc9b6,KJFK,KLAX,1673222400,1,True
178,1673267861,1673287852,DAL520,a0f46f,KJFK,KLAX,1673222400,1,True
179,1673269823,1673289894,JBU2123,acf54f,KJFK,KLAX,1673222400,1,True
180,1673273190,1673293903,AAL255,a023a5,KJFK,KLAX,1673222400,1,True
181,1673273340,1673293589,JBU819,ad9e73,KJFK,KLAX,1673222400,1,True
182,1673274679,1673294873,DAL482,a1574e,KJFK,KLAX,1673222400,1,True
183,1673278145,1673300235,JBU523,add376,KJFK,KLAX,1673222400,1,True
184,1673278594,1673298654,DAL999,a14c29,KJFK,KLAX,1673222400,1,True
185,1673280520,1673300748,AAL3,a033ae,KJFK,KLAX,1673222400,1,True
186,1673284145,1673304329,JBU2223,ada227,KJFK,KLAX,1673222400,1,True
187,1673285433,1673305510,DAL536,a13af4,KJFK,KLAX,1673222400,1,True
188,1673291033,1673311190,DAL685,a12fcf,KJFK,KLAX,1673308800,1,True
189,1673297077,1673318413,AAL341,a03765,KJFK,KLAX,1673308800,1,True
190,1673297091,1673318924,JBU623,aafca8,KJFK,KLAX,1673308800,1,True
191,1673298576,1673319385,AAL306,a0275c,KJFK,KLAX,1673308800,1,True
192,1673299118,1673319648,DAL650,a11d3c,KJFK,KLAX,1673308800,1,True
193,1673300803,1673322059,JBU823,ad0074,KJFK,KLAX,1673308800,1,True
194,1673303685,1673325479,DAL680,a12c18,KJFK,KLAX,1673308800,1,True
195,1673303878,1673327177,AAL117,a03235,KJFK,KLAX,1673308800,1,True
196,1673304135,1673326168,JBU2715,ad1cde,KJFK,KLAX,1673308800,1,True
197,1673308183,1673329025,JBU223,ad7ab8,KJFK,KLAX,1673308800,1,True
198,1673310475,1673331733,DAL524,a0f4a2,KJFK,KLAX,1673308800,1,True
199,1673312007,1673333246,AAL300,a01fee,KJFK,KLAX,1673308800,1,True
200,1673314895,1673335453,JBU1723,adcd6d,KJFK,KLAX,1673308800,1,True
201,1673316443,1673337143,AAL185,a009a4,KJFK,KLAX,1673308800,1,True
202,1673320538,1673341068,JBU1823,ad1560,KJFK,KLAX,1673308800,1,True
203,1673330081,1673351771,DAL515,a12861,KJFK,KLAX,1673308800,1,True
204,1673349204,1673370897,AAL171,a00d5b,KJFK,KLAX,1673308800,1,True
205,1673352780,1673373868,JBU723,ada227,KJFK,KLAX,1673308800,1,True
206,1673352945,1673373258,DAL520,a4ee82,KJFK,KLAX,1673308800,1,True
207,1673354660,1673376072,AAL1,a023a5,KJFK,KLAX,1673308800,1,True
208,1673357010,1673379284,JBU2123,ad9e73,KJFK,KLAX,1673308800,1,True
209,1673362159,1673382597,JBU819,add376,KJFK,KLAX,1673308800,1,True
210,1673363522,1673384772,JBU523,ad1cde,KJFK,KLAX,1673308800,1,True
211,1673364798,1673385602,DAL999,a14872,KJFK,KLAX,1673308800,1,True
212,1673366527,1673387054,DAL482,a0f46f,KJFK,KLAX,1673308800,1,True
213,1673369382,1673390704,AAL331,a014c9,KJFK,KLAX,1673308800,1,True
214,1673372857,1673394495,DAL536,ab84ab,KJFK,KLAX,1673308800,1,True
215,1673377310,1673398435,DAL685,a1373d,KJFK,KLAX,1673395200,1,True
216,1673383728,1673405475,AAL341,a04641,KJFK,KLAX,1673395200,1,True
217,1673383961,1673405994,JBU623,a9c5c5,KJFK,KLAX,1673395200,1,True
218,1673384473,1673405689,DAL650,a12fcf,KJFK,KLAX,1673395200,1,True
219,1673388727,1673410769,JBU823,ad9ac9,KJFK,KLAX,1673395200,1,True
220,1673389369,1673410691,AAL302,a01c37,KJFK,KLAX,1673395200,1,True
221,1673393320,1673415500,JBU2715,ad1560,KJFK,KLAX,1673395200,1,True
222,1673394253,1673415860,JBU223,adbaca,KJFK,KLAX,1673395200,1,True
223,1673399406,1673420967,AAL300,a00d5b,KJFK,KLAX,1673395200,1,True
224,1673400096,1673421117,DAL524,a12861,KJFK,KLAX,1673395200,1,True
225,1673402585,1673423814,AAL185,a03fff,KJFK,KLAX,1673395200,1,True
226,1673404195,1673424439,DAL680,a4d483,KJFK,KLAX,1673395200,1,True
227,1673406600,1673428166,JBU1723,ad9e73,KJFK,KLAX,1673395200,1,True
228,1673407604,1673428866,JBU1823,adc5ff,KJFK,KLAX,1673395200,1,True
229,1673445750,1673465659,DAL520,a4e35f,KJFK,KLAX,1673395200,1,True
230,1673448360,1673469569,JBU2123,acca19,KJFK,KLAX,1673395200,1,True
231,1673448411,1673468811,JBU819,add376,KJFK,KLAX,1673395200,1,True
232,1673453723,1673474577,DAL999,a13af4,KJFK,KLAX,1673395200,1,True
233,1673453914,1673474110,DAL482,a15397,KJFK,KLAX,1673395200,1,True
234,1673455316,1673476158,AAL331,a023a5,KJFK,KLAX,1673395200,1,True
235,1673457300,1673477670,DAL536,ab84ab,KJFK,KLAX,1673395200,1,True
236,1673483681,1673503872,DAL524,a120fe,KJFK,KLAX,1673481600,1,True
237,1673486618,1673506634,JBU1723,acf54f,KJFK,KLAX,1673481600,1,True
238,1673498777,1673519228,AAL300,a01112,KJFK,KLAX,1673481600,1,True
239,1673498979,1673519425,JBU1823,addadb,KJFK,KLAX,1673481600,1,True
240,1673500023,1673520472,AAL185,a03765,KJFK,KLAX,1673481600,1,True
241,1673525805,1673546386,JBU723,ad6bdc,KJFK,KLAX,1673481600,1,True
242,1673526617,1673546712,DAL520,a12c18,KJFK,KLAX,1673481600,1,True
